AIS	
AERONAUTICAL INFORMATION SERVICES
Aerodrome / Heliport in Europe/Greenland
Master gUID	Identifier of Aerodrome	Responsible State	Name of Aerodrome	ICAO Code	IATA Code	Type	(d)Operation code	ARP latitude	ARP Longitude	Datum	Served city	Working hours	Effective date	Originator	System Remark
400003309305892	ED2346	DFS DEUTSCHE FLUGSICHERUNG GMBH	LUCKENWALDE	 	 	HP	 	52.09917889N	013.18358389E	WGE	LUCKENWALDE	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003343560073	ED2347	DFS DEUTSCHE FLUGSICHERUNG GMBH	MUEHLHAUSEN KLINIKUM	 	 	HP	 	51.20039167N	010.46873611E	WGE	MUEHLHAUSEN	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003343560075	ED2348	DFS DEUTSCHE FLUGSICHERUNG GMBH	KYRITZ KLINIKUM	 	 	HP	 	52.94808056N	012.38878611E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400003343560077	ED2349	DFS DEUTSCHE FLUGSICHERUNG GMBH	MOENCHENGLADBACH KRHS. ST.FRANZISKUS	 	 	HP	 	51.21730833N	006.4216E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400003343560079	ED2350	DFS DEUTSCHE FLUGSICHERUNG GMBH	EISLEBEN LUTHERSTADT HELIOS KLINIK	 	 	HP	 	51.53363889N	011.54091667E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003440563271	ED2353	DFS DEUTSCHE FLUGSICHERUNG GMBH	DIEPENAU POLIPOL	 	 	HP	 	52.40638889N	008.71194444E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003503669325	ED2354	DFS DEUTSCHE FLUGSICHERUNG GMBH	BRANDENBURG ASKLEPIOS FACHKLINIKUM	 	 	HP	 	52.425N	012.48152778E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003503669327	ED2355	DFS DEUTSCHE FLUGSICHERUNG GMBH	TEUPITZ ASKLEPIOS FACHKLINIKUM	 	 	HP	 	52.12213889N	013.63269444E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003503669329	ED2356	DFS DEUTSCHE FLUGSICHERUNG GMBH	HEIDELBERG CHIRURGISCHE KLINIK DACHLP.	 	 	HP	 	49.41520278N	008.66570556E	WGE	HEIDELBERG	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400003532021673	ED2357	DFS DEUTSCHE FLUGSICHERUNG GMBH	PULLENREUTH	 	 	HP	 	49.91061111N	011.99233333E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003532021675	ED2358	DFS DEUTSCHE FLUGSICHERUNG GMBH	AMBERG KLINIKUM ST. MARIEN	 	 	HP	 	49.448375N	011.86688889E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003532021677	ED2359	DFS DEUTSCHE FLUGSICHERUNG GMBH	WEIDEN KLINIKUM	 	 	HP	 	49.68179722N	012.16638889E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003532021679	ED2360	DFS DEUTSCHE FLUGSICHERUNG GMBH	LICHTENFELS HELMUT-G.-WALTER-KLINIKUM	 	 	HP	 	50.13886111N	011.08158333E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003532021681	ED2361	DFS DEUTSCHE FLUGSICHERUNG GMBH	WALDSASSEN	 	 	HP	 	50.01037778N	012.31626667E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003878055871	ED2363	DFS DEUTSCHE FLUGSICHERUNG GMBH	PEGNITZ	 	 	HP	 	49.76390556N	011.62426667E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400003878055873	ED2364	DFS DEUTSCHE FLUGSICHERUNG GMBH	MISTELGAU	 	 	HP	 	49.90611111N	011.46416667E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004214831079	ED2366	DFS DEUTSCHE FLUGSICHERUNG GMBH	SOLTAU KRANKENHAUS	 	 	HP	 	52.98955556N	009.85505556E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004214831081	ED2367	DFS DEUTSCHE FLUGSICHERUNG GMBH	PFRONSTETTEN-AICHELAU	 	 	HP	 	48.28843889N	009.39444722E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004214831083	ED2368	DFS DEUTSCHE FLUGSICHERUNG GMBH	ERLANGEN UNIVERSITAETSKLINIKUM	 	 	HP	 	49.60006611N	011.01113194E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004214831085	ED2369	DFS DEUTSCHE FLUGSICHERUNG GMBH	WETZLAR LAHN-DILL-KLINIKEN	 	 	HP	 	50.53716389N	008.52839444E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004252943662	ED2370	DFS DEUTSCHE FLUGSICHERUNG GMBH	FREYSTADT FA. AERO-DYNAMIC WERNER IBERLER	 	 	HP	 	49.20664444N	011.34433056E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004252943664	ED2371	DFS DEUTSCHE FLUGSICHERUNG GMBH	BIBERACH/RISS SANA KLINIKEN	 	 	HP	 	48.11310278N	009.77933889E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400004252943666	ED2372	DFS DEUTSCHE FLUGSICHERUNG GMBH	PRENZLAU KKRHS.	 	 	HP	 	53.33388889N	013.86627778E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004252943668	ED2373	DFS DEUTSCHE FLUGSICHERUNG GMBH	CHEMNITZ KLINIKUM	 	 	HP	 	50.84571389N	012.88526667E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400004303098884	ED2374	DFS DEUTSCHE FLUGSICHERUNG GMBH	FUESSEN KLINIKUM	 	 	HP	 	47.56694306N	010.70706306E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004484991521	ED2375	DFS DEUTSCHE FLUGSICHERUNG GMBH	SCHWALMSTADT ASKLEPIOS-EDER-KLINIKEN	 	 	HP	 	50.92133611N	009.25520833E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004484991523	ED2376	DFS DEUTSCHE FLUGSICHERUNG GMBH	LUEBECK UNIKLINIKUM (UKSH) DACHLANDEPLATZ	 	 	HP	 	53.83524722N	010.70930278E	WGE	LUBECK	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400004590851399	ED2377	DFS DEUTSCHE FLUGSICHERUNG GMBH	FRECHEN ST.-KATHARINEN-HOSPITAL	 	 	HP	 	50.92316111N	006.80871111E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400004826445610	ED2378	DFS DEUTSCHE FLUGSICHERUNG GMBH	ZWICKAU HEINRICH-BRAUN-KLINIKUM	 	 	HP	 	50.71991944N	012.42920833E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004901868098	ED2379	DFS DEUTSCHE FLUGSICHERUNG GMBH	FRANKFURT HOECHST KLINIKUM	 	 	HP	 	50.109825N	008.54711389E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004931281451	ED2380	DFS DEUTSCHE FLUGSICHERUNG GMBH	HILDBURGHAUSEN HELIOS FACHKLINIK	 	 	HP	 	50.42895N	010.74761389E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400005109794965	ED2381	DFS DEUTSCHE FLUGSICHERUNG GMBH	ROSTOCK UNIVERSITAETSMEDIZIN	 	 	HP	 	54.08513N	012.10163E	WGE	 	 	03/10/2024	DFS DEUTSCHE FLUGSICHERUNG GMBH	please obtain current usage data from dedicated report
400005243433492	ED2382	DFS DEUTSCHE FLUGSICHERUNG GMBH	TETEROW KRHS.	 	 	HP	 	53.77777778N	012.57055556E	WGE	 	 	07/08/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400005274424468	ED2383	DFS DEUTSCHE FLUGSICHERUNG GMBH	RHEINE LUFTRETTUNGSSTATION	 	 	HP	 	52.27722222N	007.43333333E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400005340700589	ED2384	DFS DEUTSCHE FLUGSICHERUNG GMBH	ULM BUNDESWEHRKRHS. DACHLANDEPLATZ	 	 	HP	 	48.42503056N	009.94770833E	WGE	ULM	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400005484820118	ED2385	DFS DEUTSCHE FLUGSICHERUNG GMBH	GROSS-UMSTADT KREISKLINIK	 	 	HP	 	49.866657N	008.935522E	WGE	 	 	03/10/2024	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400005578533820	ED2386	DFS DEUTSCHE FLUGSICHERUNG GMBH	HOECHSTAEDT MIKIM	 	 	HP	 	48.62316111N	010.56115278E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400005578533818	ED2387	DFS DEUTSCHE FLUGSICHERUNG GMBH	NEUSTADT/WIED-RAHMS	 	 	HP	 	50.59063889N	007.41463889E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400005622269318	ED2388	DFS DEUTSCHE FLUGSICHERUNG GMBH	BURGHAUN-GRUBEN FIRMA EBERT	 	 	HP	 	50.69275833N	009.7487E	WGE	 	 	20/02/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400005660096580	ED2389	DFS DEUTSCHE FLUGSICHERUNG GMBH	KARLSRUHE VIDIA KLINIKEN	 	 	HP	 	49.00047222N	008.37821667E	WGE	 	 	07/08/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400005660096584	ED2390	DFS DEUTSCHE FLUGSICHERUNG GMBH	AFFOLTERBACH	 	 	HP	 	49.59756N	008.85166E	WGE	 	 	20/03/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400005758134756	ED2391	DFS DEUTSCHE FLUGSICHERUNG GMBH	NUERTINGEN MEDIUS KLINIK DACHLANDEPLATZ	 	 	HP	 	48.630451N	009.356538E	WGE	NUERTINGEN	 	07/08/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400005793898446	ED2392	DFS DEUTSCHE FLUGSICHERUNG GMBH	WIESBADEN HELIOS HSK	 	 	HP	 	50.066186N	008.193135E	WGE	 	 	07/08/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400005793898444	ED2393	DFS DEUTSCHE FLUGSICHERUNG GMBH	RENDSBURG SCHOEN KLINIK	 	 	HP	 	54.29768611N	009.65907778E	WGE	 	 	07/08/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400002193417777	ED3000	DFS DEUTSCHE FLUGSICHERUNG GMBH	SERRIG UND HAMM	 	 	LS	 	49.569N	006.61555E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417779	ED3001	DFS DEUTSCHE FLUGSICHERUNG GMBH	ETTELSBERG	 	 	LS	 	51.28201667N	008.59938611E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417783	ED3003	DFS DEUTSCHE FLUGSICHERUNG GMBH	BLOCKSBERG	 	 	LS	 	52.88055556N	012.69222222E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417785	ED3004	DFS DEUTSCHE FLUGSICHERUNG GMBH	HAEGER - MEYER ZU RAHDEN	 	 	LS	 	52.09366667N	008.43469444E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417787	ED3005	DFS DEUTSCHE FLUGSICHERUNG GMBH	BUCHHOFEN	 	 	LS	 	48.68404722N	012.92644444E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417789	ED3006	DFS DEUTSCHE FLUGSICHERUNG GMBH	WILLING	 	 	LS	 	48.63568611N	012.95146389E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417791	ED3007	DFS DEUTSCHE FLUGSICHERUNG GMBH	BAMLING	 	 	LS	 	48.71611111N	012.8875E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417793	ED3008	DFS DEUTSCHE FLUGSICHERUNG GMBH	ARNDORF	 	 	LS	 	48.76931389N	012.75941667E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417795	ED3009	DFS DEUTSCHE FLUGSICHERUNG GMBH	DONNERSDORF	 	 	LS	 	49.969786N	010.403179E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417797	ED3010	DFS DEUTSCHE FLUGSICHERUNG GMBH	EUERBACH	 	 	LS	 	50.0637N	010.123319E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417801	ED3012	DFS DEUTSCHE FLUGSICHERUNG GMBH	GRUENSFELDHAUSEN	 	 	LS	 	49.64088611N	009.73585833E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417803	ED3014	DFS DEUTSCHE FLUGSICHERUNG GMBH	OBEREMMENDORF	 	 	LS	 	48.98916667N	011.44444444E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417805	ED3015	DFS DEUTSCHE FLUGSICHERUNG GMBH	IBACHER HOLZPLATZ	 	 	LS	 	48.44730833N	008.14782222E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417807	ED3016	DFS DEUTSCHE FLUGSICHERUNG GMBH	KLUESSERATH	 	 	LS	 	49.84766889N	006.87116389E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417809	ED3017	DFS DEUTSCHE FLUGSICHERUNG GMBH	VOGELSANG	 	 	LS	 	47.66326667N	012.0346E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417811	ED3018	DFS DEUTSCHE FLUGSICHERUNG GMBH	HOCHFIRST	 	 	LS	 	47.90123333N	008.18328056E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417813	ED3019	DFS DEUTSCHE FLUGSICHERUNG GMBH	LABER	 	 	LS	 	47.586275N	011.10357222E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417815	ED3020	DFS DEUTSCHE FLUGSICHERUNG GMBH	AUF DEM BIRNBAUM	 	 	LS	 	51.33361111N	009.10083333E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417817	ED3021	DFS DEUTSCHE FLUGSICHERUNG GMBH	FLUTMULDE	 	 	LS	 	48.52754722N	012.10736111E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417819	ED3022	DFS DEUTSCHE FLUGSICHERUNG GMBH	POEMETSRIED	 	 	LS	 	47.65795194N	011.23397611E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400002193417821	ED3023	DFS DEUTSCHE FLUGSICHERUNG GMBH	STACHELHARDT	 	 	LS	 	50.78088411N	007.37674533E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417823	ED3024	DFS DEUTSCHE FLUGSICHERUNG GMBH	HOF LAUTERBACH	 	 	LS	 	51.2329025N	008.93832194E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417825	ED3025	DFS DEUTSCHE FLUGSICHERUNG GMBH	IM KLEINEN FELD	 	 	LS	 	51.21924944N	008.93171306E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417827	ED3026	DFS DEUTSCHE FLUGSICHERUNG GMBH	ORANIENBURG	 	 	LS	 	52.74033611N	013.19438333E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417829	ED3027	DFS DEUTSCHE FLUGSICHERUNG GMBH	AN DER HALDE	 	 	LS	 	51.46149389N	006.56334389E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417831	ED3028	DFS DEUTSCHE FLUGSICHERUNG GMBH	SEVELEN	 	 	LS	 	51.485525N	006.43313889E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417833	ED3029	DFS DEUTSCHE FLUGSICHERUNG GMBH	SEEHEIMER BERG	 	 	LS	 	48.328753N	009.07069E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417835	ED3030	DFS DEUTSCHE FLUGSICHERUNG GMBH	SITZENHOF	 	 	LS	 	49.336008N	012.05324111E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417837	ED3032	DFS DEUTSCHE FLUGSICHERUNG GMBH	ROSENBERG	 	 	LS	 	50.31762778N	007.46155278E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417839	ED3033	DFS DEUTSCHE FLUGSICHERUNG GMBH	HASSELFELDE	 	 	LS	 	51.70444444N	010.87527778E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	please obtain current usage data from dedicated report
400002193417841	ED3034	DFS DEUTSCHE FLUGSICHERUNG GMBH	NITTENAU-BRUCK	 	 	LS	 	49.22257740N	012.29654530E	WGE	BRUCK	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400002193417843	ED3035	DFS DEUTSCHE FLUGSICHERUNG GMBH	OBERTHERES	 	 	LS	 	50.01777778N	010.45722222E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400002193417847	ED3040	DFS DEUTSCHE FLUGSICHERUNG GMBH	GIEHLE	 	 	LS	 	53.35089167N	008.93746111E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417851	ED3042	DFS DEUTSCHE FLUGSICHERUNG GMBH	NAICHA	 	 	LS	 	49.312785N	010.048284E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417855	ED3044	DFS DEUTSCHE FLUGSICHERUNG GMBH	REISENMOOR	 	 	LS	 	53.14081389N	010.59355278E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417857	ED3045	DFS DEUTSCHE FLUGSICHERUNG GMBH	SCHWAIGAU	 	 	LS	 	49.26360388N	010.40637016E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417859	ED3046	DFS DEUTSCHE FLUGSICHERUNG GMBH	KLEINHARTPENNING	 	 	LS	 	47.85166667N	011.66611111E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400002193417861	ED3047	DFS DEUTSCHE FLUGSICHERUNG GMBH	PEITING	 	 	LS	 	47.75833333N	010.90833333E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400002193417863	ED3048	DFS DEUTSCHE FLUGSICHERUNG GMBH	ANTDORF	 	 	LS	 	47.76008889N	011.30430556E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400002193417865	ED3049	DFS DEUTSCHE FLUGSICHERUNG GMBH	BLAETTERSBERG	 	 	LS	 	49.26585833N	008.06933889E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417867	ED3050	DFS DEUTSCHE FLUGSICHERUNG GMBH	DREIFALTIGKEITSBERG	 	 	LS	 	48.08391944N	008.76013889E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417871	ED3052	DFS DEUTSCHE FLUGSICHERUNG GMBH	GSCHASI-GFERCH	 	 	LS	 	48.18629444N	008.12849444E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417873	ED3053	DFS DEUTSCHE FLUGSICHERUNG GMBH	HOCHZELLBERG	 	 	LS	 	49.07277778N	013.09888889E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417875	ED3054	DFS DEUTSCHE FLUGSICHERUNG GMBH	HUETTEN-WEHR	 	 	LS	 	47.61961667N	007.93890833E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417877	ED3055	DFS DEUTSCHE FLUGSICHERUNG GMBH	OMERSKOPF	 	 	LS	 	48.64075N	008.17151111E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417879	ED3057	DFS DEUTSCHE FLUGSICHERUNG GMBH	ESPENSCHIED	 	 	LS	 	50.11268056N	007.89368333E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417881	ED3058	DFS DEUTSCHE FLUGSICHERUNG GMBH	HOHENSOLMS	 	 	LS	 	50.65476944N	008.52024722E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417883	ED3059	DFS DEUTSCHE FLUGSICHERUNG GMBH	OBEROBERNDORF	 	 	LS	 	50.01524722N	011.00291389E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417887	ED3061	DFS DEUTSCHE FLUGSICHERUNG GMBH	COESFELD/GAUPEL	 	 	LS	 	51.971476N	007.210513E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417889	ED3063	DFS DEUTSCHE FLUGSICHERUNG GMBH	LINNICH-BOSLAR	 	 	LS	 	50.96388889N	006.33888889E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	please obtain current usage data from dedicated report
400002193417893	ED3065	DFS DEUTSCHE FLUGSICHERUNG GMBH	ROTH	 	 	HP	 	49.217347N	011.100125E	WGE	ROTH	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417897	ED3067	DFS DEUTSCHE FLUGSICHERUNG GMBH	EINKORN	 	 	LS	 	49.08968N	009.776047E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417899	ED3068	DFS DEUTSCHE FLUGSICHERUNG GMBH	SASBACHWALDEN	 	 	LS	 	48.609582N	008.152279E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417901	ED3069	DFS DEUTSCHE FLUGSICHERUNG GMBH	SPIELHOF	 	 	LS	 	49.640909N	012.44498E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417903	ED3070	DFS DEUTSCHE FLUGSICHERUNG GMBH	WALDTHURN	 	 	LS	 	49.682027N	012.349861E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417905	ED3071	DFS DEUTSCHE FLUGSICHERUNG GMBH	KLEINKUMMERFELD	 	 	LS	 	54.02627778N	010.08072778E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417909	ED3073	DFS DEUTSCHE FLUGSICHERUNG GMBH	FREYENSTEIN	 	 	LS	 	53.27555556N	012.36583333E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	please obtain current usage data from dedicated report
400002193417911	ED3074	DFS DEUTSCHE FLUGSICHERUNG GMBH	KOLITZHEIM-HERLESHOF	 	 	LS	 	49.91966667N	010.2585E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400004791916685	ED3077	DFS DEUTSCHE FLUGSICHERUNG GMBH	KOEHLBERG	 	 	LS	 	48.33757N	009.062295E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417917	ED3078	DFS DEUTSCHE FLUGSICHERUNG GMBH	MAINBERG-HAUSEN	 	 	LS	 	50.06902778N	010.30252778E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417919	ED3079	DFS DEUTSCHE FLUGSICHERUNG GMBH	MELLE/WESTKILVER	 	 	LS	 	52.23666667N	008.45388889E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417923	ED3081	DFS DEUTSCHE FLUGSICHERUNG GMBH	NORTMOOR	 	 	LS	 	53.24920278N	007.57392778E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417925	ED3082	DFS DEUTSCHE FLUGSICHERUNG GMBH	REICHENBACH	 	 	LS	 	50.43111111N	011.41777778E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417927	ED3083	DFS DEUTSCHE FLUGSICHERUNG GMBH	GROSSBRUECHTER	 	 	LS	 	51.33489722N	010.66475833E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417929	ED3084	DFS DEUTSCHE FLUGSICHERUNG GMBH	SCHONUNGEN	 	 	LS	 	50.04966389N	010.31624722E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417933	ED3086	DFS DEUTSCHE FLUGSICHERUNG GMBH	BOERRY	 	 	LS	 	52.04671667N	009.45819722E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417935	ED3087	DFS DEUTSCHE FLUGSICHERUNG GMBH	KREUZBERG/WASSERKUPPE	 	 	LS	 	50.36464167N	009.98108889E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417937	ED3088	DFS DEUTSCHE FLUGSICHERUNG GMBH	NEUMAGEN-DHROHN	 	 	LS	 	49.87744444N	006.88769444E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417939	ED3089	DFS DEUTSCHE FLUGSICHERUNG GMBH	PREDIGTSTUHL	 	 	LS	 	47.68891667N	012.88966667E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002193417941	ED3090	DFS DEUTSCHE FLUGSICHERUNG GMBH	WENHOLTHAUSEN	 	 	LS	 	51.30283611N	008.18972778E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002592277732	ED3092	DFS DEUTSCHE FLUGSICHERUNG GMBH	BERKA	 	 	LS	 	51.34621944N	010.91205556E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002574209614	ED3094	DFS DEUTSCHE FLUGSICHERUNG GMBH	LENTERSHEIM	 	 	LS	 	49.08166667N	010.5847E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002816299808	ED3138	DFS DEUTSCHE FLUGSICHERUNG GMBH	MECKENHEIM	 	 	LS	 	49.37916667N	008.20833333E	WGE	 	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	 
400002849045641	ED3139	DFS DEUTSCHE FLUGSICHERUNG GMBH	DUISBURG NORD EV. KLINIKUM NIEDERRHEIN	 	 	HP	 	51.51583889N	006.76672778E	WGE	DUISBURG	 	23/01/2025	DFS DEUTSCHE FLUGSICHERUNG GMBH	please obtain current usage data from dedicated report
400002997912356	ED3142	DFS DEUTSCHE FLUGSICHERUNG GMBH	BALSBERG	 	 	LS	 	47.72367778N	012.44618056E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002997912358	ED3143	DFS DEUTSCHE FLUGSICHERUNG GMBH	CALMONT/BREMM	 	 	LS	 	50.10681389N	007.11487222E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002997912360	ED3144	DFS DEUTSCHE FLUGSICHERUNG GMBH	HARTENSTEIN	 	 	LS	 	50.675776N	012.679236E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002997912362	ED3145	DFS DEUTSCHE FLUGSICHERUNG GMBH	AISCHGRUND/KUEHANGER	 	 	LS	 	49.71155194N	010.87861694E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
400002997912364	ED3146	DFS DEUTSCHE FLUGSICHERUNG GMBH	BRAUNSBACH-ZOTTISHOFEN	 	 	LS	 	49.2379N	009.82481667E	WGE	 	 	03/10/2024	GROUPEAD EUROPE S.L.	 
