AIS	
AERONAUTICAL INFORMATION SERVICES
Aerodrome / Heliport in Europe/Greenland
Master gUID	Identifier of Aerodrome	Responsible State	Name of Aerodrome	ICAO Code	IATA Code	Type	(d)Operation code	ARP latitude	ARP Longitude	Datum	Served city	Working hours	Effective date	Originator	System Remark
400001103735661	LBSB	BULGARIA	SLANCHEV BRYAG	LBSB	 	AD	 	424336N	0273729E	WGE	SLANCHEV BRYAG	HX	26/01/2023	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	please obtain current usage data from dedicated report
4582155	LBSF	BULGARIA	VASIL LEVSKI - SOFIA	LBSF	SOF	AD	 	424142N	0232430E	WGE	SOFIA	H24	15/05/2025	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	please obtain current usage data from dedicated report
400002481667378	LBSK	BULGARIA	STUDEN KLADENETS DAM	LBSK	 	AD	 	413749N	0252851E	WGE	KARDZHALI	HX	17/06/2022	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	please obtain current usage data from dedicated report
400005278450599	LBSP	BULGARIA	SAPAREVA BANYA	LBSP	 	AD	 	421848N	0231519E	WGE	SAPAREVA BANYA	HX	18/04/2024	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	 
101000634921405	LBST	BULGARIA	STRYAMA	LBST	 	AD	 	423225.0N	0244930.8E	WGE	KARLOVO	 	24/02/2009	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
800002038952793	LBSV	BULGARIA	SVETA MARINA	LBSV	 	HP	 	431337.0N	0275621.8E	WGE	VARNA	 	17/06/2022	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	please obtain current usage data from dedicated report
400000306634833	LBSW	BULGARIA	SOFIA WEST	LBSW	 	AD	 	422639N	0225903E	WGE	PERNIK	HX	15/06/2023	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	please obtain current usage data from dedicated report
400001682483380	LBTS	BULGARIA	TSALAPITSA	LBTS	 	AD	 	421120N	0243208E	WGE	TSALAPITSA	HO	17/06/2022	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	please obtain current usage data from dedicated report
101000632715231	LBWB	BULGARIA	BALCHIK	LBWB	 	AD	 	432528N	0281051E	WGE	ALBENA	TIMSH	15/05/2025	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	please obtain current usage data from dedicated report
1431331131	LBWC	BULGARIA	CHAIKA	LBWC	 	AD	 	431117N	0275054E	WGE	 	 	28/03/2019	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	please obtain current usage data from dedicated report
4582159	LBWN	BULGARIA	VARNA	LBWN	VAR	AD	 	431355N	0274931E	WGE	VARNA	H24	17/05/2024	BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY	please obtain current usage data from dedicated report
4583402	LCLK	CYPRUS	LARNAKA INTL	LCLK	LCA	AD	 	345244N	0333749E	WGE	LARNAKA	H24	17/04/2025	CYPRUS DEPARTMENT OF CIVIL AVIATION	please obtain current usage data from dedicated report
4583404	LCPH	CYPRUS	PAFOS INTL	LCPH	PFO	AD	 	344305.08N	0322906.26E	WGE	PAFOS	H24	17/04/2025	CYPRUS DEPARTMENT OF CIVIL AVIATION	please obtain current usage data from dedicated report
4583406	LCRA	CYPRUS	AKROTIRI	LCRA	AKT	AD	 	343542N	0325927E	WGE	 	 	09/02/2012	CYPRUS DEPARTMENT OF CIVIL AVIATION	please obtain current usage data from dedicated report
4584791	LDDU	CROATIA	DUBROVNIK / RUDJER BOSKOVIC	LDDU	DBV	AD	 	42.5613528N	018.2682444E	WGE	DUBROVNIK	 	25/01/2024	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
400002133976069	LDLM	CROATIA	WATER AERODROME MALI LOSINJ	LDLM	 	AD	 	443315.34N	0142625.18E	WGE	MALI LOSINJ	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
18822312	LDLO	CROATIA	LOSINJ / LOSINJ I.	LDLO	LSZ	AD	 	44.5659056N	014.3931889E	WGE	MALI LOSINJ	 	28/11/2024	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
83356172	LDOB	CROATIA	VUKOVAR / BOROVO NASELJE	LDOB	 	AD	 	452311.27N	0185745.30E	WGE	VUKOVAR	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
4584807	LDOC	CROATIA	OSIJEK / CEPIN	LDOC	 	AD	 	453233.77N	0183755.66E	WGE	OSIJEK	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
235326056	LDOR	CROATIA	SLAVONSKI BROD / JELAS	LDOR	 	AD	 	450921.20N	0175913.10E	WGE	SLAVONSKI BROD	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
4584809	LDOS	CROATIA	OSIJEK / KLISA	LDOS	OSI	AD	 	45.4626667N	018.8101556E	WGE	OSIJEK	 	12/06/2025	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
94871108	LDOV	CROATIA	VINKOVCI / SOPOT	LDOV	 	AD	 	451502.79N	0184531.57E	WGE	VINKOVCI	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
4584797	LDPL	CROATIA	PULA	LDPL	PUY	AD	 	44.8935333N	013.9221917E	WGE	PULA	 	11/07/2024	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
18879899	LDPV	CROATIA	VRSAR / CRLJENKA	LDPV	 	AD	 	45.1417N	013.6304806E	WGE	VRSAR	 	10/07/2025	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
400005426583412	LDRD	CROATIA	RIJEKA/DELTA	LDRD	 	HP	 	45.32144444N	014.444925E	WGE	 	 	03/07/2024	CROATIA CONTROL LTD.	 
4584799	LDRG	CROATIA	GROBNIK / GROBNICKO POLJE	LDRG	 	AD	 	452246.41N	0143012.58E	WGE	RIJEKA	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
4584789	LDRI	CROATIA	RIJEKA / KRK I	LDRI	RJK	AD	 	45.2168889N	014.5702667E	WGE	RIJEKA	 	20/03/2025	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
18879902	LDRO	CROATIA	OTOCAC	LDRO	 	AD	 	445049.40N	0151713.56E	WGE	OTOCAC	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400002005193627	LDRP	CROATIA	WATER AERODROME RIJEKA/PORT RIJEKA	LDRP	 	AD	 	451924.82N	0142513.59E	WGE	RIJEKA	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
4584787	LDSB	CROATIA	BRAC / BRAC I.	LDSB	BWK	AD	 	43.2857194N	016.6797194E	WGE	BOL	 	10/07/2025	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
400005424033360	LDSF	CROATIA	SPLIT/FIRULE	LDSF	 	HP	 	43.50278333N	016.462975E	WGE	 	 	28/06/2024	CROATIA CONTROL LTD.	 
235325901	LDSH	CROATIA	HVAR / HVAR I.	LDSH	 	LS	 	431053.65N	0163800.29E	WGE	STARI GRAD	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400001430046697	LDSJ	CROATIA	WATER AERODROME HVAR/JELSA	LDSJ	 	AD	 	431021.90N	0164218.90E	WGE	 	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400002000649389	LDSM	CROATIA	WATER AERODROME LUMBARDA	LDSM	 	AD	 	425542.88N	0171032.67E	WGE	LUMBARDA	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
4584803	LDSP	CROATIA	SPLIT / SAINT JEROME	LDSP	SPU	AD	 	43.53894439N	016.29796389E	WGE	SPLIT	 	12/06/2025	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
18879904	LDSS	CROATIA	SINJ	LDSS	 	AD	 	434201.55N	0164016.77E	WGE	SINJ	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400001706457212	LDST	CROATIA	WATER AERODROME SPLIT/PORT SPLIT	LDST	 	AD	 	433012.42N	0162526.41E	WGE	 	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400004191369057	LDVA	CROATIA	VARAZDIN / VARAZDIN	LDVA	 	AD	 	461739.18N	0162300.50E	WGE	VARAZDIN	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
18879906	LDVC	CROATIA	CAKOVEC / PRIBISLAVEC	LDVC	 	AD	 	46.39209439N	016.50033611E	WGE	CAKOVEC	 	01/03/2024	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
4584795	LDZA	CROATIA	ZAGREB / FRANJO TUDJMAN	LDZA	ZAG	AD	 	454434.55N	0160407.60E	WGE	ZAGREB	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
4584793	LDZD	CROATIA	ZADAR / ZEMUNIK	LDZD	ZAD	AD	 	44.1082694N	015.3466972E	WGE	ZADAR	 	12/06/2025	CROATIA CONTROL LTD.	please obtain current usage data from dedicated report
363554606	LDZE	CROATIA	ZVEKOVAC	LDZE	 	LS	 	454923.42N	0163000.45E	WGE	 	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
84633265	LDZJ	CROATIA	BJELOVAR / BREZOVAC	LDZJ	 	AD	 	455139.03N	0165008.69E	WGE	BJELOVAR	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
800001552286685	LDZK	CROATIA	ZABOK/GUBASEVO	LDZK	 	AD	 	460045.98N	0155136.46E	WGE	 	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
18879912	LDZL	CROATIA	ZAGREB / LUCKO	LDZL	 	AD	 	454600.4N	0155055.3E	WGE	ZAGREB	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400003183224782	LDZR	CROATIA	ZAGREB/BRATINA	LDZR	 	AD	 	453702.92N	0154741.30E	WGE	 	 	20/04/2023	GROUPEAD EUROPE S.L.	please obtain current usage data from dedicated report
400005309654660	LDZT	CROATIA	HELIDROM ZRAKOPLOVNO-TEHNICKI CENTAR (ZTC)	LDZT	 	HP	 	45.7216667N	016.0938889E	WGE	 	 	01/04/2024	CROATIA CONTROL LTD.	 
400003504349261	LEAA	SPAIN	HELIPUERTO LA ALMORAIMA (CADIZ)	LEAA	 	HP	 	361707N	0052605W	WGE	 	 	26/12/2024	ENAIRE	 
4588148	LEAB	SPAIN	ALBACETE	LEAB	ABC	AD	 	385655N	0015148W	WGE	ALBACETE	TIMSH	03/11/2022	ENAIRE	please obtain current usage data from dedicated report
400002743778113	LEAD	SPAIN	HELIPUERTO DE CAMPOSAGRADO (LEON)	LEAD	 	HP	 	424355N	0054335W	WGE	 	 	18/04/2023	ENAIRE	 
400002599442229	LEAE	SPAIN	HELIPUERTO DE VILLAELES (PALENCIA)	LEAE	 	HP	 	423409N	0043429W	WGE	 	 	21/05/2020	ENAIRE	 
400003408993058	LEAF	SPAIN	HELIPUERTO DE ALCORISA FORESTAL (TERUEL) (HLP)	LEAF	 	HP	 	405353N	0002347W	WGE	 	 	26/12/2024	ENAIRE	 
1656774155	LEAG	SPAIN	ALGECIRAS	LEAG	AEI	HP	 	360744N	0052628W	WGE	ALGECIRAS	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400002169432745	LEAH	SPAIN	AERODROMO LOS ALCORES (SEVILLA)	LEAH	 	AD	 	371946N	0054325W	WGE	 	 	02/11/2023	ENAIRE	 
400004807327853	LEAI	SPAIN	AERODROMO DE GARCIA (TARRAGONA)	LEAI	 	AD	 	410650N	0004242E	WGE	 	 	23/01/2025	ENAIRE	 
400003505028447	LEAJ	SPAIN	HELIPUERTO BASE C.I. DE MORATA DE TAJUNA (MADRID)	LEAJ	 	HP	 	401452N	0032850W	WGE	 	 	03/04/2025	ENAIRE	 
400005411291749	LEAK	SPAIN	AERODROMO DE ALIAGUILLA	LEAK	 	AD	 	394531N	0012010W	WGE	 	 	26/12/2024	ENAIRE	 
4588136	LEAL	SPAIN	ALICANTE/ALICANTE-ELCHE MIGUEL HERNANDEZ	LEAL	ALC	AD	 	381656N	0003329W	WGE	ALICANTE	H24	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
4588090	LEAM	SPAIN	ALMERIA	LEAM	LEI	AD	 	365038N	0022212W	WGE	ALMERIA	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
761674796	LEAO	SPAIN	CIUDAD REAL/ALMAGRO	LEAO	 	HP	 	385712N	0034429W	WGE	ALMAGRO	TIMSH	02/12/2021	ENAIRE	please obtain current usage data from dedicated report
329806998	LEAP	SPAIN	AMPURIABRAVA	LEAP	 	AD	 	421536N	0030635E	WGE	AMPURIABRAVA (GIRONA)	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
4588118	LEAS	SPAIN	ASTURIAS	LEAS	OVD	AD	 	433349N	0060205W	WGE	OVIEDO	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
329807000	LEAT	SPAIN	ALFES	LEAT	 	AD	 	423015N	0060137W	WGE	ASTORGA (LEON)	 	21/05/2020	ENAIRE	please obtain current usage data from dedicated report
400004671569397	LEAU	SPAIN	HELIPUERTO NOCTURNO DE L'AEROPORT D'ANDORRA-LA SEU D'URGEL	LEAU	 	HP	 	402415N	0000353E	WGE	 	 	23/01/2025	ENAIRE	 
400003611521771	LEAV	SPAIN	AERODROMO DE VILLOLDO (PALENCIA)	LEAV	 	AD	 	421556N	0043850W	WGE	 	 	17/04/2025	ENAIRE	 
329807109	LEAX	SPAIN	AERODROMO DE LA AXARQUIIA (MALAGA)	LEAX	 	AD	 	364805N	0040809W	WGE	LA AXARQUIA-LEONI BENABU (MALAGA)	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
400003505144046	LEAY	SPAIN	HELIPUERTO BIFOR B LA ATALAYA (CIUDAD REAL)	LEAY	 	HP	 	383804N	0034722W	WGE	 	 	05/09/2024	ENAIRE	 
400003505028401	LEAZ	SPAIN	HELIPUERTO ALCAZAREN (VALLADOLID)	LEAZ	 	HP	 	412218N	0044155W	WGE	 	 	22/05/2020	ENAIRE	 
4588112	LEBA	SPAIN	CORDOBA	LEBA	ODB	AD	 	375031N	0045056W	WGE	CORDOBA	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
4588084	LEBB	SPAIN	BILBAO	LEBB	BIO	AH	 	431804N	0025438W	WGE	BILBAO	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
329807176	LEBC	SPAIN	COSTA BRAVA-CENTRO (GIRONA)	LEBC	 	HP	 	414823N	0030215E	WGE	GIRONA	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400003505180048	LEBD	SPAIN	HELIPUERTO EL BODON (SALAMANCA)	LEBD	 	HP	 	402904N	0063438W	WGE	 	 	21/05/2020	ENAIRE	 
329807145	LEBE	SPAIN	BEAS DE SEGURA	LEBE	 	AD	 	381616N	0025656W	WGE	BEAS DE SEGURA (JAEN)	 	21/05/2020	ENAIRE	please obtain current usage data from dedicated report
400003503628705	LEBF	SPAIN	BINEFAR (HUESCA	LEBF	 	AD	 	415115N	0001517E	WGE	 	 	26/12/2024	ENAIRE	 
4588156	LEBG	SPAIN	BURGOS/VILLAFRIA	LEBG	RGS	AH	 	422126.5702N	0033649.1096W	WGE	BURGOS	TIMSH	17/04/2025	ENAIRE	please obtain current usage data from dedicated report
400002868803446	LEBH	SPAIN	HELIPUERTO DE BURGOHONDO	LEBH	 	HP	 	402444N	0044616W	WGE	BURGOHONDO (AVILA)	 	22/05/2020	ENAIRE	 
400003503548648	LEBI	SPAIN	BEARIZ (ORENSE)	LEBI	 	AD	 	422727N	0082017W	WGE	 	 	26/12/2024	ENAIRE	 
400004909788594	LEBJ	SPAIN	HELIPUERTO DEL HOSPITAL UNIVERSITARIO DE SALAMANCA	LEBJ	 	HP	 	405747N	0054032W	WGE	 	 	03/04/2025	ENAIRE	 
400005193224959	LEBK	SPAIN	HELIPUERTO DE BECERREA (LUGO) (HLP)	LEBK	 	HP	 	425155N	0071115W	WGE	 	 	17/04/2025	ENAIRE	 
4588102	LEBL	SPAIN	BARCELONA/JOSEP TARRADELLAS BARCELONA-EL PRAT	LEBL	BCN	AD	 	411749N	0020442E	WGE	BARCELONA	H24	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400005498028998	LEBM	SPAIN	HELIPUERTO BAILO FORESTAL (HUESCA) (HLP)	LEBM	 	HP	 	385300N	0070008W	WGE	 	 	26/12/2024	ENAIRE	 
400005498029006	LEBN	SPAIN	HELIPUERTO DEL HOSPITAL UNIVERSITARIO DE BADAJOZ (BADAJOZ)	LEBN	 	HP	 	385300N	0070008W	WGE	 	 	03/04/2025	ENAIRE	 
800001719936804	LEBO	SPAIN	HELIPUERTO IBIAS PARQUE BOMBEROS ASTURIAS	LEBO	 	HP	 	430137N	0065304W	WGE	 	 	26/12/2024	ENAIRE	 
400003408993013	LEBP	SPAIN	HELIPUERTO DE AIRBUS HELICOPTERS (ALBACETE) (HLP)	LEBP	 	HP	 	385634N	0015238W	WGE	 	 	22/05/2020	ENAIRE	 
400003504349266	LEBS	SPAIN	HOTEL CAN BONASTRE WINE RESORT MASQUEFA (BARCELONA)	LEBS	 	HP	 	413027N	0014715E	WGE	 	 	23/01/2025	ENAIRE	 
761674855	LEBT	SPAIN	VALENCIA/BETERA	LEBT	 	HP	 	393728N	0002820W	WGE	VALENCIA	TIMSH	01/12/2022	ENAIRE	please obtain current usage data from dedicated report
400003505144042	LEBU	SPAIN	HELIPUERTO C.I. BUSTARVIEJO (MADRID)	LEBU	 	HP	 	405125N	0034432W	WGE	 	 	17/04/2025	ENAIRE	 
400003505180036	LEBV	SPAIN	HELHELIPUERTO DEL BARCO DE AVILA (AVILA)	LEBV	 	HP	 	402119N	0053111W	WGE	 	 	21/05/2020	ENAIRE	 
400005498029016	LEBX	SPAIN	HELIPUERTO PENALBA FORESTAL (HUESCA)	LEBX	 	HP	 	412948N	0000110W	WGE	 	 	26/12/2024	ENAIRE	 
4588134	LEBZ	SPAIN	BADAJOZ/TALAVERA LA REAL	LEBZ	BJZ	AD	 	385329N	0064917W	WGE	BADAJOZ	TIMSH	16/05/2024	ENAIRE	please obtain current usage data from dedicated report
329851028	LECA	SPAIN	LA NAVA-CORRAL DE AYLLON	LECA	 	AD	 	412439N	0032654W	WGE	LA NAVA-CORRAL DE AYLLON (SEGOVIA)	 	26/12/2024	ENAIRE	please obtain current usage data from dedicated report
329807164	LECC	SPAIN	CAS CURREDO (IBIZA( (HLP)	LECC	 	HP	 	385545N	0012759E	WGE	 	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
329851439	LECD	SPAIN	LA CERDANYA	LECD	 	AH	 	422311N	0015147E	WGE	LA CERDANYA (GIRONA)	 	08/10/2020	ENAIRE	please obtain current usage data from dedicated report
101002840812899	LECE	SPAIN	CENTRE DE GESTIO D'EMERGENCIES 112 (REUS)	LECE	 	HP	 	410802N	0011114E	WGE	 	 	23/01/2025	ENAIRE	 
329807166	LECF	SPAIN	CALAF-SALLAVINERA	LECF	 	AD	 	414441N	0013328E	WGE	CALAF-SALLAVINERA (BARCELONA)	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400001470263893	LECH	SPAIN	CASTELLON	LECH	CDT	AH	 	401251N	0000425E	WGE	CASTELLON	TIMSH	26/12/2024	ENAIRE	 
329851019	LECI	SPAIN	SANTA CILIA DE JACA (HUESCA)	LECI	 	AD	 	423411N	0004340W	WGE	JACA (HUESCA)	 	21/05/2020	ENAIRE	please obtain current usage data from dedicated report
329807218	LECJ	SPAIN	CASTEJON DE LOS MONEGROS	LECJ	 	AD	 	413631N	0001304W	WGE	CASTEJON DE LOS MONEGROS (HUESCA)	 	26/12/2024	ENAIRE	please obtain current usage data from dedicated report
329807239	LECN	SPAIN	CASTELLON (CASTELLON) PRIVATE	LECN	 	AD	 	400001N	0000136E	WGE	CASTELLON	 	16/05/2024	ENAIRE	please obtain current usage data from dedicated report
4588142	LECO	SPAIN	A CORUNA	LECO	LCG	AD	 	431807N	0082238W	WGE	A CORUNA	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400004331829258	LECR	SPAIN	HELIPUERTO DE CASTROMAIOR (A CORUNA) (HLP)	LECR	 	HP	 	431023N	0081951W	WGE	 	 	26/12/2024	ENAIRE	 
329807276	LECT	SPAIN	EL CASTANO (CIUDAD REAL)	LECT	 	AD	 	390032N	0042318W	WGE	 	 	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
18879928	LECU	SPAIN	MADRID/CUATRO VIENTOS	LECU	MCV	AD	 	402214N	0034707W	WGE	MADRID	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
761674820	LECV	SPAIN	MADRID/COLMENAR VIEJO	LECV	 	HP	 	404150N	0034548W	WGE	COLMENAR VIEJO (MADRID)	TIMSH	15/07/2021	ENAIRE	please obtain current usage data from dedicated report
400004936707345	LECX	SPAIN	AERODROMO DE AEROSIDONIA (CADIZ)	LECX	 	AD	 	362626N	0055625W	WGE	 	 	26/12/2024	ENAIRE	 
400003505143980	LECY	SPAIN	HELIPUERTO DE CARCABUEY (CORDOBA)	LECY	 	HP	 	372740N	0041636W	WGE	 	 	05/09/2024	ENAIRE	 
400004807327907	LECZ	SPAIN	HELIPUERTO DEL CEDEFO DE CAZORLA (JAEN) (HLP)	LECZ	 	HP	 	375456N	0030234W	WGE	 	 	23/01/2025	ENAIRE	 
1248290440	LEDA	SPAIN	LLEIDA/ALGUAIRE	LEDA	ILD	AD	 	414341N	0003207E	WGE	LLEIDA	TIMSH	03/10/2024	ENAIRE	please obtain current usage data from dedicated report
400003798067094	LEDB	SPAIN	AERODROMO DE LA VID DE BUREBA (BURGOS)	LEDB	 	AD	 	423757N	0031843W	WGE	 	 	26/12/2024	ENAIRE	 
400003408992887	LEDC	SPAIN	AERODROMO DE LA CUESTA (CIUDAD REAL)	LEDC	 	AD	 	383151N	0024957W	WGE	 	 	23/01/2025	ENAIRE	 
400003798067087	LEDD	SPAIN	AERODROMO DE CALDAS DE REIS (PONTEVEDRA)	LEDD	 	AD	 	423441N	0084150W	WGE	 	 	26/12/2024	ENAIRE	 
400004178853287	LEDE	SPAIN	AERODROMO AERODEL (CORDOBA)	LEDE	 	AD	 	375006N	0045345W	WGE	 	 	05/09/2024	ENAIRE	 
329807184	LEDG	SPAIN	HELIPUERTO ELEVADO DIRECCION GENERAL DE TRAFICO (MADRID)	LEDG	 	HP	 	402652N	0033824W	WGE	 	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
400003408992987	LEDI	SPAIN	HELIPUERTO DE MEDINA DE POMAR (BURGOS) (HLP)	LEDI	 	HP	 	425708N	0032828W	WGE	 	 	26/12/2024	ENAIRE	 
400004493691644	LEDL	SPAIN	AERODROO EL SALOBRAL (AVILA)	LEDL	 	AD	 	403617N	0044730W	WGE	 	 	16/06/2022	ENAIRE	 
400003505144044	LEDN	SPAIN	HELIPUERTO BOMBERS DE CAMPRODON (GIRONA)	LEDN	 	HP	 	421813N	0022131E	WGE	 	 	23/01/2025	ENAIRE	 
329807264	LEDO	SPAIN	HOSPITAL DOCE DE OCTUBRE	LEDO	 	HP	 	402240N	0034149W	WGE	MADRID	 	17/04/2025	ENAIRE	please obtain current usage data from dedicated report
400003673656794	LEDP	SPAIN	AERODROMO Y HELIPUERTO DE CAMPILLOS-PARAVIENTOS (CUENCA)	LEDP	 	AH	 	395629N	0013210W	WGE	 	 	08/10/2020	ENAIRE	 
400003504276638	LEDR	SPAIN	HELIPUERTO TORRE IBERDROLA (BIZCAIA)	LEDR	 	HP	 	431605N	0025619W	WGE	 	 	26/12/2024	ENAIRE	 
400003408992999	LEDS	SPAIN	HELIPUERTO DE VILLARDECIERVOS (ZAMORA) (HLP)	LEDS	 	HP	 	415627N	0061649W	WGE	 	 	10/09/2020	ENAIRE	 
400003547034172	LEDT	SPAIN	PORT DE TARRAGONA (TARRAGONA)	LEDT	 	HP	 	410520N	0011333E	WGE	 	 	23/01/2025	ENAIRE	 
400003505144013	LEDU	SPAIN	HELIPUERTO C.I. HERRERA DEL DUQUE (BADAJOZ)	LEDU	 	HP	 	390959N	0050400W	WGE	 	 	22/05/2020	ENAIRE	 
400003505028582	LEDV	SPAIN	HELIPUERTO BASE C.I. SAN MARTIN DE VALDEIGLESIAS (MADRID)	LEDV	 	HP	 	402128N	0042234W	WGE	 	 	03/04/2025	ENAIRE	 
400003505144040	LEEB	SPAIN	HELIPUERTO C.I. CEBREROS (AVILA)	LEEB	 	HP	 	402802N	0042720W	WGE	 	 	22/05/2020	ENAIRE	 
761674841	LEEC	SPAIN	SEVILLA/EL COPERO	LEEC	 	HP	 	371847N	0055957W	WGE	SEVILLA	TIMSH	16/05/2024	ENAIRE	please obtain current usage data from dedicated report
400004178427654	LEEH	SPAIN	HELIPUERTO DEL HOSPITAL SON ESPASES ( MALLORCA) (HLP)	LEEH	 	HP	 	393633N	0023844E	WGE	 	 	23/01/2025	ENAIRE	 
400003505028575	LEEI	SPAIN	HELIPUERTO BASE C.I. TALAVERA DE LA REINA (TOLEDO)	LEEI	 	HP	 	395527N	0044804W	WGE	 	 	28/11/2024	ENAIRE	 
400003611521781	LEEJ	SPAIN	HELIPUERTO EJEA FORESTAL (ZARAGOZA) (HLP)	LEEJ	 	HP	 	420805N	0011237W	WGE	 	 	26/12/2024	ENAIRE	 
329807186	LEEL	SPAIN	EL MUSEL (GIJON)	LEEL	 	HP	 	433259N	0054143W	WGE	 	 	26/12/2024	ENAIRE	please obtain current usage data from dedicated report
329807300	LEEM	SPAIN	EL MANANTIO (BADAJOZ)	LEEM	 	AD	 	384640N	0065928W	WGE	 	 	24/02/2022	ENAIRE	please obtain current usage data from dedicated report
400003408992846	LEEN	SPAIN	AERODROMO DE HIENDELAENCINA-LAS MINAS (GUADALAJARA)	LEEN	 	AD	 	410620N	0025921W	WGE	 	 	28/11/2024	ENAIRE	 
400004178427612	LEEP	SPAIN	HELIPUERTO DE EL PEDROSO (SEVILLA) (HLP)	LEEP	 	HP	 	375023N	0054201W	WGE	 	 	23/01/2025	ENAIRE	 
400003505144049	LEES	SPAIN	HELIPUERTO DE LA BASE C.I. DE PRADO DE LOS ESQUILADORES	LEES	 	HP	 	421745N	0061253W	WGE	LEON	 	26/12/2024	ENAIRE	 
400003505144033	LEET	SPAIN	HELIPUERTO C.I. CUETO (LEON)	LEET	 	HP	 	423758N	0063855W	WGE	 	 	22/05/2020	ENAIRE	 
329807243	LEEV	SPAIN	AERODROMO DE VILLACASTIN (SEGOVIA)	LEEV	 	AD	 	404704N	0042746W	WGE	VILLACASTIN (SEGOVIA)	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
329807198	LEEX	SPAIN	EXPO'92 (SEVILLA)	LEEX	 	HP	 	372358N	0060038W	WGE	SEVILLA	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400003590980520	LEEY	SPAIN	HELIPUERTO BASE C.I. DE NAVAS DEL REY (MADRID)	LEEY	 	HP	 	402314N	0041431W	WGE	 	 	03/04/2025	ENAIRE	 
400003408993100	LEFB	SPAIN	HELIPUERTO TERUEL FORESTAL BLANCOS DEL COSCOJAR (TERUEL)	LEFB	 	HP	 	401918N	0010324W	WGE	 	 	26/12/2024	ENAIRE	 
